Gene	GV_Mean	MI_Mean	MII_Mean
UNC93B6	0.003697422	0.001381943	0
OR7E4P	0.042633949	0.003862009	0
RP11-684B2.5	0	0	0
AP003498.1	0.152588709	0	0.099683013
RPS3AP41	0	0.002322355	0.002672735
RP11-167J8.4	1.786548027	0.341948694	0.256997655
RP11-167J8.3	35.33891778	4.992380381	3.036465581
AP003498.2	0	0	0
ENPP7P8	0.043379639	0	0.023200275
FAM86C1	2.642289143	0.910751436	1.137675656
CTD-2313N18.5	0.359320016	0.100485072	0.132066029
ALG1L9P	0.175590761	0.115118787	0.318267206
AP002495.1	0	0	0
ZNF705E	0.003010251	0	0
DEFB108B	0	0	0
CTD-2313N18.8	0	0	0
RP11-849H4.2	0.293988991	0.497423277	0.295380455
CTD-2313N18.7	0.164959645	0.376682326	0.677534123
OR7E128P	0.022202849	0	0
OR7E126P	0.988474925	0.435634896	0.502248499
AP000719.1	0	0	0
RNF121	1.766395469	0.536524588	0.400679491
RP11-757C15.4	0	0	0
IL18BP	0.732371974	0.610183554	0.716879786
NUMA1	0.671406061	0.520736243	0.574342964
RP11-849H4.4	0.162706993	0.252083684	0.349114015
RNU6-292P	0	0	0
MIR3165	0	0	0
AP002490.1	0	0	0
LRTOMT	7.163826326	3.579927223	3.055272001
LAMTOR1	2.957535761	1.284025556	2.747438397
snoU13	0	0	0
ANAPC15	20.36514447	11.82659505	9.183109273
FOLR3	0.040097514	0	0
RPEP6	0	0	0
RP11-807H22.5	0	0.035665631	0
RP11-807H22.7	0.090541279	0.063462393	0
RP11-807H22.6	0.109701894	0.02724355	0
FOLR1	0.714865107	1.253221967	2.700492107
FOLR2	0	0	0
INPPL1	0.052207057	0.009001877	0.049946152
PHOX2A	0.073070417	0.01096473	0.024819333
AP000593.5	0.058615844	0	0.061797196
AP000593.6	0.090496792	0	0.085138241
CLPB	2.33319476	1.176705357	1.514339475
AP000593.7	6.22384019	3.699644835	6.717759636
RP11-45F15.1	0	0	0.053045604
RP11-45F15.2	0	0	0
RP11-7N14.1	0	0	0
AP005019.3	0	0	0
AP005019.4	0	0	0
RP11-169D4.1	0.001410227	0	0
PDE2A	0.006013393	0	0
RP11-169D4.2	0	0	0
MIR139	0	0	0
RNU7-105P	0	0	0
RP11-31L22.3	0	0	0
ARAP1	0.028801886	0.004658559	0.023189149
ARAP1-AS1	0.27251337	0.108623661	0
ARAP1-AS2	0	0	0
RPS12P20	0	0	0
STARD10	0.51360735	0.065461281	0.076163912
Y_RNA	0	0	0
MIR4692	1.342809733	0	0
ATG16L2	0.091367466	0.043776661	0.059462264
FCHSD2	2.024923662	1.572952754	1.605313729
RNU6-672P	0	0	0
AP002381.2	0.640103297	0.403879267	0.411831045
RP11-800A3.3	0	0	0
RP11-800A3.2	0	0	0
P2RY2	0	0	0
RP11-800A3.4	0.012849804	0	0
OR8R1P	0.059517585	0	0
P2RY6	0	0	0.007623042
RP11-800A3.7	1.270641114	0.454708761	0.767987533
ARHGEF17	0.036625943	0.027143677	0.034576134
AP002761.1	0	0	0
RELT	1.224024397	0.347093295	0.372973425
RP11-809N8.2	2.481918328	0.546327651	0.738266027
FAM168A	0.588849077	0.396711842	0.518452189
RP11-809N8.4	0.250533365	0	0.386142651
RP11-809N8.6	0	0	0
RP11-809N8.5	17.1459043	27.26778786	10.76966708
HMGN2P38	0.149733984	0.009138585	0
AP000860.2	0	0	0
PLEKHB1	3.523471046	3.59245826	5.006744322
Y_RNA	0	0	0
RAB6A	2.810684177	4.383402364	3.9972441
RP11-456I15.2	0	0	0
RP11-707G14.1	0.763426417	0.37129398	1.038187758
MRPL48	2.626802025	1.472495643	0.941821668
RN7SKP243	0	0	0.007690754
CCDC58P5	0	0.023124109	0
COA4	18.94562636	9.496116753	9.355697411
PAAF1	1.800644766	0.986321818	0.977260953
RP11-707G14.8	0.67310101	0.485018984	0.186276715
RP11-707G14.7	0	0	0
DNAJB13	3.070843445	0.872202112	1.765053862
RP11-167N4.2	3.220142662	1.0129304	2.513098789
UCP2	4.510450992	1.67193946	11.91811981
RP11-167N4.5	0	0	0
RP11-167N4.4	0.036600161	0.012826933	0.018761733
UCP3	0	0.006130538	0
C2CD3	0.646016324	0.893392896	0.842132874
RP11-691F15.1	0	0	0
PPME1	4.785027154	3.423540991	7.432988693
P4HA3	1.38058006	1.13999716	1.776304655
SNORA7	0	0	0
RP11-632K5.3	0	0	0
PGM2L1	0.396919445	0.514357816	0.827511836
HNRNPA1P40	0.427019422	0.541515182	0.589034844
RP11-702H23.4	0.955588047	0.114896199	0
MIR548AL	0	0	0
RP11-632K5.2	0	0	0
KCNE3	0.011340223	0	0
RP11-702H23.6	0	0	0
RP11-702H23.3	0.417057133	0.301946917	0.239241565
RP11-702H23.2	0.874624976	0	0
LIPT2	5.054949097	0.615335758	1.137092026
AP001372.2	13.4687456	11.81873169	7.289252853
POLD3	48.62534146	46.60284987	44.44905364
RANP3	0.041187894	0	0.219631983
RN7SKP297	0	0	0
CHRDL2	0.281276796	0.242186071	0.411257431
AP001324.1	0	0	0
SNORD43	0	0	0
MIR4696	0	0	0
RP11-864N7.1	0	0.122639987	0
RP11-864N7.2	32.7591558	37.13828631	16.8493102
RNF169	4.137857201	3.138788267	2.062788731
AP000560.1	0	0	0
XRRA1	2.74517812	2.612808683	2.198895225
RN7SL239P	0	0	0.204102449
RP11-147I3.1	0.04102301	0.036855259	0
AP001992.1	0	0.798411344	0
SPCS2	41.57241454	60.11945452	73.423721
RNU6-216P	0	0	0
NEU3	0.181940104	0	0.075585909
OR2AT2P	0.092150273	0	0.048925625
NPM1P50	1.65141336	3.625313679	3.053226793
OR2AT4	0.087277227	0	0.087262611
CTD-2562J17.2	14.93848634	2.183260264	2.891023843
SLCO2B1	0.013739997	0	0
OR2AT1P	0	0	0
CTD-2562J17.4	0	0.026200583	0
ZDHHC20P3	0	0	0
TPBGL	0.234397376	0.057777421	0.089901178
CTD-2562J17.7	0	0	0
ARRB1	0.00722694	0.048746516	0.012481075
CTD-2562J17.9	0	0	0
MIR326	0	0	0
RPS3	13.49160981	25.31839655	29.12540176
SNORD15A	0	0	0
SNORD15B	0.601163985	0	0.606543707
KLHL35	2.624493827	0.447039185	0.830241578
GDPD5	0.070683433	0.010831749	0.037608296
RP11-939C17.4	0	0	0
SERPINH1	0	0	0.002973471
CTD-2530H12.4	0	0	0
MAP6	0.006575238	0	0.004711521
CTD-2530H12.8	0	0	0
CTD-2530H12.7	0	0	0
CTD-2530H12.5	0.167740559	0.201733413	0
MOGAT2	0	0	0
RN7SL786P	0	0	0
CTD-2530H12.1	0	0	0
DGAT2	0.709079493	0.188665565	0.656035687
CTD-2530H12.2	0	0	0
RP11-535A19.1	0.666422144	0.213638058	0.765184982
RP11-535A19.2	0.271502506	0.367831831	0.184985253
UVRAG	2.176638674	1.376944867	1.888653662
Y_RNA	0	0	0
Y_RNA	0	0	0
PPP1R1AP1	0	0	0
RP11-263C24.1	0	0	0
RP11-263C24.3	0.135824099	0.172170893	0.48576992
CTD-2011F17.2	0	0	0
WNT11	0	0	0
RP11-619A14.2	0	0	0
RP11-619A14.3	0	0	0.07811653
PRKRIR	3.436012466	5.883564545	5.145440763
RP11-111M22.2	0.188425419	0.113533987	0.095108285
RP11-111M22.4	0.448941683	0.093908119	0.189038754
RP11-111M22.5	0	0	0
Y_RNA	0	0	0
RP11-111M22.3	1.0203679	1.232817059	0.377160663
C11orf30	2.455744344	2.776533334	3.948332342
RP11-672A2.7	0	0	0
RP11-672A2.6	0	0	0
RP11-672A2.5	0	0	0
RP11-672A2.4	0	0	0
AP001189.4	0	0.01583794	0
LRRC32	0.018702848	0.018903781	0.0233892
RP11-672A2.3	0	0	0
GUCY2EP	0	0	0
RP11-672A2.1	0	0	0
RP11-21L23.4	0	0	0
TSKU	1.397119431	1.160551268	1.223060891
RP11-21L23.3	1.055264253	0.085512886	0
RP11-21L23.2	0.010302526	0	0
ACER3	1.212028892	0.795109373	1.145386013
AP002498.1	0	0	0
CTD-2547H18.1	0.604367877	0.120729248	0.394364236
B3GNT6	0.015636564	0	0.008015512
CAPN5	0.531305288	0.311617056	0.439487084
OMP	0	0	0
MYO7A	0.299493704	0.06793065	0.123582456
GDPD4	2.436001718	1.105836473	1.441245922
CTD-2589O24.1	1.731407719	1.606280969	1.50391155
PAK1	5.984598429	5.641282386	2.908449146
DKFZP434E1119	1.063550607	1.024806059	0.434625747
CLNS1A	7.25219983	5.099913467	5.003377625
RNU7-59P	0	0	0
AQP11	0.027679647	0.037704345	0.080469691
AP002789.1	0	0	0
RSF1	3.448046602	2.543928445	2.961706647
Y_RNA	0	0	0
RSF1-IT2	0.306618045	0	0.105499848
FTH1P16	9.582473019	2.65891879	4.130041308
RSF1-IT1	0	0	0.119894041
AP000580.1	2.628631633	2.480800004	1.756130139
AAMDC	7.694338247	5.569067467	2.694064307
RP11-91P24.7	8.815735145	5.771695621	3.107419926
RP11-91P24.5	0	0	0
RP11-91P24.6	7.62910052	5.094030357	2.899783326
RP11-91P24.1	0	0	0
INTS4	0.636211134	0.331592467	1.897133351
RP11-91P24.3	0	0	0
RP11-7I15.3	0	0	0
KCTD14	0	0	0
NDUFC2-KCTD14	54.8784305	44.54415378	46.17212246
RP11-7I15.4	0	0	0
THRSP	10.21070369	7.760644664	16.51082263
NDUFC2	22.2696392	16.84953525	17.55756672
ALG8	6.438418066	14.07359348	19.19918875
RNU6-126P	0	0	0
KCTD21-AS1	1.118143316	1.044773665	0.770137616
KCTD21	7.312722294	0.488006584	0.7683603
USP35	2.442932324	2.789540181	1.883795609
GAB2	6.465360653	1.830199595	2.045363022
RP11-452H21.1	1.634354788	6.410199545	13.28527903
RP11-452H21.2	0	0	0
RP11-452H21.4	0.012880179	0	0
NARS2	19.18203799	23.79398151	33.01432804
RP11-843A23.1	0	0	0.041430318
RNU6-311P	0	0	0
COPS8P3	1.037927145	0.081166298	0.185559488
TENM4	0.744108626	0.699746741	0.943065578
RP11-673F18.1	0.402710725	0	0
AP002958.1	0	0	0
CTD-2337I7.1	0	0	0
RP11-802F5.1	0	0	0.00555986
MIR708	0	0	0
MIR5579	0	0	0
RP11-258O13.1	0	0	0
AP000478.1	0	0	0
RP11-885L14.1	0.05367261	0.012477919	0.085301772
CTD-2555I5.1	0	0	0
RNU6-544P	0	0	0
ARL6IP1P3	0.874531177	0.750945789	1.011828918
RP11-686G23.2	4.131263796	3.04286843	2.671538799
RP11-170L9.1	0	0	0
RP11-664H7.1	0	0.0336101	0
RP11-664H7.2	0.083698043	0	0
RP11-876F14.2	0	0	0
RP11-179A16.1	1.886563063	1.029624801	1.557907056
MIR4300	0	0	0
RP11-876F14.1	0	0	0
SNORD112	0	0	0
RP11-179A16.2	0	0.040907516	0.12287519
RP11-742N3.1	181.3949561	218.8178149	99.24769872
FAM181B	0.535203274	0.250060884	0.088623082
RP11-718B12.2	0.09349327	0.135746912	0
RP11-718B12.1	0.098887577	0.0845957	0.034349116
PRCP	0.165890709	0.126644108	0.229750649
RP11-718B12.5	0.009245575	0.006616735	0
snoU13	0	0	0
C11orf82	9.380592453	18.70112529	43.57404291
RP11-659G9.1	0.742933987	0.433736173	1.170132195
RP11-659G9.3	0	0	0
RAB30	3.618347612	3.780956645	4.426795738
RP11-113K21.1	0	0	0.1548171
SNORA70E	0	0	0
RAB30-AS1	6.60740055	0.875259347	0.644430372
RP11-113K21.4	5.939439319	1.295136765	1.072405109
RP11-113K21.3	0	0	0.233289565
RP11-113K21.2	0.108872058	0	0
BCAS2P1	0.104924145	0.092274768	0.117377281
PCF11	6.713633009	7.314237659	8.071010437
RP11-727A23.4	0	0.012477847	0
RP11-727A23.5	5.291884296	3.376443214	2.282516597
RP11-727A23.11	1.766577775	0.954497067	0.451535367
ANKRD42	3.713409201	3.48916646	2.543258387
RP11-727A23.8	27.37670585	22.46876209	14.47045683
RP11-727A23.7	18.88858777	15.9245709	11.21754675
RP11-727A23.1	0.60138619	0.907419821	0.985858658
CCDC90B	23.0317356	10.78992597	9.565884153
RP11-727A23.10	0.868417193	0.442913529	0.56165152
CTD-2240G15.1	0.013177105	0	0
DLG2	8.239173991	5.125832145	5.936176838
AP003026.1	0	0.186344082	0.086547952
RP11-160H12.2	23.90206057	12.92441222	12.45716638
RP11-160H12.3	0.01347946	0.009448053	0.028379414
LDHAL6DP	0	0	0
AP003305.1	0	0	0
HNRNPA1P72	0.03053225	0.013913358	0.080627672
RP11-851M3.1	0	0.05282995	0
CTD-2537O9.1	0	0	0
AP000857.3	0	0	0
AP000857.2	0	0	0
HNRNPCP6	2.30458701	1.031019736	0.954227256
RP11-882I15.1	0	0	0
RP11-482L11.1	0	0	0
RNU6-1292P	0	0	0
TMEM126B	9.71645073	6.560934855	3.656345579
TMEM126A	115.4114343	247.3439456	175.1669504
CREBZF	0.110407005	0.096521932	0.034833794
CCDC89	0.051521415	0.024935388	0.012234571
SYTL2	5.650281013	5.300988292	7.997629491
AP000974.1	0.071999613	0.009461627	0.012697618
CCDC83	0	0	0
RP11-90K17.2	0.465379446	0	0
SLC25A1P1	0.095641451	0	0
PICALM	6.1358471	6.562587184	6.105242107
snoU13	0	0	0
RNU6-560P	0	0.140146118	0
RP11-12D16.2	0	0	0
FNTAL1	0.580026095	0.259201852	0.320827538
EED	0.514498826	0.155594091	0.127375389
RP11-320L11.2	0	0	0
SETP17	0	0	0
C11orf73	5.896526245	5.967400636	8.819258681
RN7SL225P	0	0	0
CCDC81	0.746783069	0.822388248	0.720060027
RP11-317J19.1	2.846530333	0.613593727	0.545795488
PTP4A1P6	1.257581346	0.337599032	0.343738899
ME3	14.66439434	16.23407699	13.18838026
CTD-2005H7.1	34.58050846	25.84857014	24.11633431
CTD-2005H7.2	4.272717327	4.090923717	10.30182703
PRSS23	0.207408017	0.02942304	0.095354422
AP000654.5	5.255027992	13.92256928	11.23351289
OR7E13P	0.050808634	0.014139384	0.021418655
AP000654.4	0.020672619	0.010794328	0.02155189
OR7E2P	0	0	0.008353638
RP11-736K20.5	0.091783144	0.032119997	0.074157607
FZD4	0.489646292	1.106036368	0.826346719
RP11-736K20.6	0.183467629	0.190062738	0.233767733
HNRNPCP8	0.112501616	0.018503722	0.016454547
TMEM135	0.474491183	0.611036939	0.376329793
RP11-648O15.1	0	0	0
RP11-680L20.1	0	0.075436502	0.037052828
RP11-777F6.3	0	0	0
PSMA2P1	0.070389219	0.038893802	0.046918287
CTD-2028E8.1	0	0	0
RNU6-1135P	0.441470245	0	0
RNU6-1063P	0	1.110732919	0
RP11-720D4.3	0	0.066524014	0.044638017
RP11-665E10.5	0	0	0
RP11-665E10.1	0	0	0
RP11-665E10.3	0	0	0
RP11-164N3.1	0.347141217	0.17767843	0.498184605
RP11-164N3.2	0.046589585	0.069420807	0.183896539
RP11-164N3.3	0	0	0
Y_RNA	0	0	0
RAB38	14.55810547	8.552401545	9.439590314
MIR3166	0	0	0
CTSC	15.11565749	12.62899689	19.29890973
GAPDHP70	0.017405334	0.043224694	0
GRM5-AS1	0.243767495	0.34360925	0.310273366
GRM5	0.235563456	0.12424191	0.327159601
RNU6-16P	1.927686022	3.724429367	2.576240954
AP001482.1	0	0	0
TYR	0.082543525	0.037599333	0.032070872
CBX3P7	0	0	0
NOX4	1.02727416	0.723334462	1.018892684
RP11-745I13.1	0	0	0
RP11-643G5.6	9.751863018	5.27871921	6.055507431
FOLH1B	0	0.022760573	0
RP11-313I2.2	0	0	0
TRIM77	494.0800408	435.6217617	304.0141762
RP11-313I2.13	0	0	0
RP11-313I2.5	0.003784414	0	0
UBTFL2	0	0	0
RP11-313I2.11	0	0	0
RP11-313I2.6	0	0	0
RP11-313I2.10	0	0	0
TRIM64DP	0	0	0
RP11-358N4.3	0	0	0
RP11-358N4.5	0	0	0
TRIM49	0	0	0
RP11-358N4.6	0	0	0
TRIM53BP	0.006277353	0	0
TRIM51BP	0	0	0
RP11-81M19.3	0	0	0.012608463
TRIM64B	0	0	0
RP11-313I2.8	0	0	0
AP000648.3	0.018300081	0.076558992	0
RP11-81M19.1	0	0	0
MTND1P35	0.252421348	0	0.043580404
TRIM49D1	0	0	0
TRIM49D2P	0	0	0
RP11-529A4.4	0	0	0
RP11-529A4.15	0	0.069922299	0
RP11-529A4.5	0	0	0
TRIM64	0	0	0
RP11-529A4.7	0	0.00902551	0.00885675
TRIM51EP	0	0	0
TRIM53AP	0.013985813	0	0
RP11-313I2.7	0	0	0
TRIM49C	0	0	0
RP11-529A4.9	0	0	0
RP11-529A4.12	0	0	0
TRIM64EP	0.01898976	0.001220627	0.001041478
RP11-529A4.10	0	0	0
RP11-716D19.1	0	0	0
UBTFL1	0	0	0
AP000648.6	0	0	0
SNORD56	0	0	0
NAALAD2	8.542670828	2.980938766	4.914113883
CHORDC1	3.475353287	2.541955238	2.763153653
DISC1FP1	3.718259231	2.650857395	2.930992447
RP11-121L10.3	9.70618768	10.56374747	25.84093009
AP002364.1	0	0	0
MIR4490	0	0	0
MIR1261	0	0	0
OSBPL9P2	0.035169536	0.015929217	0.145878454
OSBPL9P3	0	0	0
RP11-699F16.2	0	0.08962263	0.179214217
RP11-201M22.1	0.027041504	0.050742096	0.058575853
TUBB4BP4	0	0	0
RPL7AP57	0.113865907	0.168072299	0.066763476
NDUFB11P1	0	0	0
FAT3	0.124439108	0.111030995	0.158471501
PGAM1P9	0	0	0
RP11-675M1.2	0.055726697	0	0
RPS3AP42	0	0	0.003953365
snoU13	0	0	0
RP11-203F8.1	0	0	0
RP11-676F20.2	0	0	0
RP11-676F20.3	0	1.557961958	0
RP11-676F20.1	2.584321178	1.167729556	1.636387555
MTNR1B	0	0	0
RPL26P31	0	0	0.17225613
SLC36A4	0.193903562	0.195407499	0.341037578
RP11-573M3.3	0	0	0
RP11-573M3.4	0	0	0
RP11-755E23.3	0	0	0
CCDC67	0	0	0
AP004242.1	0	0	0
SMCO4	9.860556794	11.26446168	16.56386725
RP11-288E14.2	47.73403387	48.94493263	47.5810641
RN7SL223P	0	0	0
RP11-178H8.3	0.335566979	0.105061997	0.071036517
KIAA1731	29.44150536	30.6983671	22.45573656
Y_RNA	0	0	0
SCARNA9	5.860837806	15.28292121	5.04758386
TAF1D	4.408676552	4.966650218	3.060455732
SNORA25	0.318980211	0.343203806	0.276056823
SNORA32	0	0	0
SNORD6	0	0	0
SNORA1	0.507106981	0	0
SNORA8	0.1499928	0.499235376	0
SNORD5	0	0	0
SNORA18	0	0	0
MIR1304	0	0	0
SNORA40	1.016079868	0.58641191	0
C11orf54	3.699038275	2.947792173	2.468887578
MED17	0.531330908	0.412094095	0.713660569
snoU13	0	0	0
RN7SL195P	0	0	0
VSTM5	0.011220626	0.005867733	0.011503687
Y_RNA	0	0	0
HPRTP4	0	0	0
HPRTP3	0	0	0
HEPHL1	0.512975029	0.313285987	0.790164781
RP11-715G18.3	0	0	0
PANX1	23.34375026	9.698649956	16.75796054
RP11-680H20.1	10.90165496	15.87003649	10.36928012
RP11-680H20.2	0.062892718	0	0
FOLR4	28.51176481	12.05307843	21.89334617
GPR83	0.09327716	0.25102688	0.206683562
AP000765.1	0	0	0
MRE11A	16.92253812	21.79237906	49.9542788
MIR548L	0	0	0
RP11-685N10.1	0.039132044	0.134671793	0.154943421
ANKRD49	24.97132313	24.45878253	14.71521176
RP11-867G2.2	0	0	0
PIWIL4	0.144474661	0.120384259	0.167683392
FUT4	0.233087327	0.148857341	0.190443421
RP11-867G2.8	14.61481011	4.453045285	3.441656794
RP11-867G2.5	0.127728751	0	0.02128456
RP11-867G2.6	1.966733314	1.122047952	0.837396816
AMOTL1	4.764129866	3.426192513	3.271521714
RP11-856F16.2	3.691415572	2.091789165	3.266679529
ST13P11	0.450406048	0.242412224	0.450223505
CWC15	170.2454784	142.9270902	94.00651972
KDM4D	8.436495168	8.314667603	9.227346144
RP11-60C6.3	0	0	0
KDM4E	0	0	0
RP11-60C6.5	0.022351137	0	0
RP11-60C6.6	0	0	0
RP11-735A19.2	0	0	0
SRSF8	0.16273515	0.291669955	0.470077767
SRSF8	0.092662611	0.18427413	0.455896152
ENDOD1	1.412674546	1.049435522	0.953109267
RP11-712B9.4	0	0	0
RP11-712B9.5	0	0	0
RP11-712B9.2	1.234427554	1.056124364	1.431819058
SESN3	0.87218138	1.857661462	1.029881817
Y_RNA	0	0	0
RP11-338H14.1	0	0	0
RP11-644L4.1	0	0	0
FAM76B	9.274290677	12.99693535	10.31189862
CEP57	29.3678261	30.1968274	30.96799097
AP001877.1	0	0.945988197	0
MTMR2	11.68067028	6.924943421	10.68414107
RP11-697H10.1	0	0	0
MAML2	0.702466438	0.430738757	0.331498649
MIR1260B	0.242630281	0.126881476	1.243755355
CCDC82	30.48062271	28.48214679	24.23135538
JRKL	2.600418255	3.177282674	1.515137922
JRKL-AS1	0	0	0
RP11-49K4.2	0	0.111806449	0
RP11-360K13.1	6.50970942	2.22079066	2.703974534
RP11-360K13.2	0	0	0
MED28P5	0	0	0
RP11-693I21.1	0	0	0
RP11-882G5.1	36.86721771	56.43956098	65.08979953
RP11-379J13.2	0	0	0.054010069
RP11-379J13.1	0	0	0
AP003730.1	0	0	0
RP11-684B20.1	0	0	0
CTD-2342I9.1	0.036084432	0.022304536	0.008467941
RP11-115E19.1	0	0	0
RP11-99C10.1	0	0.118867909	0.079761089
CNTN5	1.712949204	1.93570201	3.109103928
RN7SKP53	0	0	0
AP003558.1	0	0	0
RPA2P3	0	0.039313716	0.01928931
RN7SL222P	0	0	0
AP000620.1	2.563924231	2.498867965	2.508392674
CTD-2383M3.1	0.071443098	0	0.015927902
ARHGAP42	2.15308332	1.838774154	2.732843709
AC015600.1	0	0	0
RN7SKP115	0	0	0
snoU13	0	0	0
TMEM133	0.208596081	0.245534847	0.57033418
PGR	0.00552741	0	0
RP11-788M5.3	0	0	0
TRPC6	0.233602482	0.181315338	0.220425828
MIR3920	0	0	0
RP11-748H22.1	4.7547795	3.012324835	5.365166248
RP11-748H22.2	0	0.015891901	0.017862621
ANGPTL5	2.513201116	1.905017206	3.861227135
KIAA1377	0.541281678	0.359410163	0.281592272
C11orf70	0.626530822	0.57546298	0.520364864
snoU13	0	0	0
snoU13	0	0	0
RP11-732A21.2	0.043375671	0.055450114	0.128614035
YAP1	6.974195996	7.856735894	6.870488508
RP11-864G5.3	5.755771421	4.156419323	5.114095834
RP11-864G5.1	0.332752507	0.163525266	0.108390374
RP11-864G5.7	0	0	0
RP11-864G5.8	0	0	0
RNU6-952P	0	0	0
BIRC3	0.231201574	0.387769771	0.349270814
BIRC2	34.8914215	47.82517441	66.1715295
TMEM123	19.86712853	13.17975935	16.86534949
RP11-315O6.1	1.430210302	0.778660932	0.462258362
RP11-315O6.2	0	0	0
MMP7	0	0	0
MMP20	0	0	0
RP11-817J15.2	0	0	0
RP11-817J15.3	0	0	0
MMP27	0.022111086	0	0
MMP8	0	0	0
WTAPP1	0.004278626	0.000939589	0
AP000619.5	0	0	0
AP000647.3	0	0	0
MMP10	0	0	0
MMP1	0	0	0
AP000619.6	0	0	0
MMP3	0	0	0
MMP12	0	0	0
RP11-725K16.2	0	0	0
RNU7-159P	6.320418128	4.645663857	3.910866273
MMP13	0	0	0
RP11-690D19.1	0	0	0
RP11-690D19.3	0	0.128966191	0
DCUN1D5	31.78092281	43.68182193	63.64289638
DYNC2H1	74.20454813	59.20957218	61.9439321
RP11-37O16.7	0	0.204471198	0.385694169
RP11-37O16.6	0.099875445	0	0
RP11-37O16.4	0.031782011	0	0.428048063
RP11-37O16.3	0.262471698	0.235378965	0.106880631
MTND2P26	0.076281421	0.023978513	0
MTND1P36	0	0.008085353	0
RP11-37O16.8	0	0	0
RP11-563P16.1	1.314185872	0.599942784	0.10786197
MIR4693	0	0	0
PDGFD	0.020247628	0	0.056838657
RP11-617B3.2	0	0	0
DDI1	0	0.008636674	0
RP11-886D15.1	0.032349107	0	0
RP11-681H10.1	0.297841302	0.407733493	0.266874505
RP11-693N9.1	0.280442792	0	0
CASP12	0.958767049	1.907252913	0.861578665
RP11-693N9.2	0	0	0
CASP4	0	0	0
CASP5	0	0	0
CASP1	0	0.006067948	0
CARD16	0	0	0
CASP1P2	0	0	0
CARD17	0	0	0
CASP1P1	0	0	0
CARD18	0	0	0
RP11-94P11.4	0	0	0
OR2AL1P	0	0	0
RP11-94P11.3	0	0	0
GRIA4	0.094772948	0.059277702	0.103143006
AP000641.1	0	0	0
RNU4-55P	0	0	0
AP000673.1	0	0	0
RNU6-277P	0	0	0
MSANTD4	3.924498762	3.382299747	1.762802993
KBTBD3	15.173558	5.708691546	6.295949642
AASDHPPT	4.529184118	8.010015922	11.83440123
RP11-677I18.3	3.955869648	5.817244022	8.629610392
RP11-677I18.4	0	0	0
RP11-680E19.1	3.864435449	3.559592221	6.736227921
RP11-680E19.2	2.164215933	0.817918725	1.062467379
GUCY1A2	4.038440181	3.79427838	3.805548662
AP001282.1	0	0	0
RP11-819M15.1	0.850462223	0.401720769	0.627782977
RP11-382M14.1	45.29442961	29.62802566	26.97004856
RP11-819C21.1	0.021415369	0.020360377	0
CWF19L2	71.94312982	73.15774237	32.13818883
SMARCE1P1	1.440467314	0.897296735	0.442860321
ALKBH8	0.241070546	0.301733208	0.361540937
CTD-2355J17.2	0	0	0
ELMOD1	3.428396217	3.62127687	5.397745139
AP000889.3	0.204394268	0.412662	0.228694454
AP000889.2	0	0	0
AP000889.1	0	0	0.0560479
SLN	0.377293596	0.74784446	1.029495091
AP002353.1	2.191966577	0	0
CTD-2651C21.3	0	0.01223332	0.028432658
AP001024.2	0	0	0.019493323
AP001024.1	0	0	0
SLC35F2	2.233753705	2.293294349	1.111815935
RP11-832N8.1	3.287165753	2.869060047	1.459086154
RAB39A	0.301271738	0	0.242567963
CUL5	98.61389527	140.5237488	208.3406043
Y_RNA	0	0	0
RP11-144G7.2	38.39478884	46.00462561	36.10740067
ACAT1	24.63415232	24.52308899	42.42986452
NPAT	42.36544089	47.7351417	65.33110933
ATM	6.299822429	6.302435969	5.8385706
Y_RNA	0	0	0
AP001925.1	0	0	0
C11orf65	6.493044653	4.724221347	4.705621402
AP005718.1	0	0	0
KDELC2	0	0.004523313	0.011898874
EXPH5	0	0	0.002795279
DDX10	45.55304639	34.80214373	75.44212647
RPS2P39	0	0	0
RP11-801G16.2	0	0	0
CYCSP29	0	0.142043413	0
AP003027.1	0	0	0
RP11-25I9.2	0	0	0
RNU6-654P	0	0	0
SNORD39	0	0	0
RP11-708B6.2	6.735291478	5.601007649	4.828662599
C11orf87	0.059123841	0.057575381	0
RP11-10A7.1	0	0.198719222	0
RP11-386B1.1	0	0	0
RP11-262A12.1	0	0.036427262	0.120301458
TFAMP2	0	0	0
RP11-361A21.1	0	0	0
RP11-361A21.3	0	0	0
RP11-344L21.1	0	0	0
ZC3H12C	0.097659549	0.073959938	0.082146927
RDX	27.66543043	28.75512348	33.93565972
RP11-347E10.1	0	0	0
FDX1	2.379056404	2.493088012	4.278047184
ARHGAP20	2.394958042	2.622633513	2.432696594
HNRNPA1P60	0.041694192	0.116962442	0.131140801
RP11-97I14.1	0	5.277993563	1.775874553
RP11-89C3.3	0	0	0
RP11-89C3.4	1.100903818	0	0.059663806
RPS17P15	0	0	0
RP11-89C3.2	0	0	0
C11orf53	0.780535679	0.704931399	0.729072483
COLCA1	0	0	0
COLCA2	0	0	0
MIR4491	0	0	0
POU2AF1	0.011647301	0	0
RNU2-60P	0.330457083	0	0
RP11-794P6.1	0	0	0.017115458
RP11-794P6.3	0	0	0
RP11-794P6.2	0.036849992	0	0
BTG4	693.1495696	1284.700631	2488.813634
MIR34B	0	0	0
MIR34C	0	0	0.393626151
RP11-794P6.6	0.018051082	0	0.013120872
C11orf88	0.055842684	0.025882646	0.044332384
